  0.000000E+00  0.785855E+00  0.000000E+00  0.785855E+00  0.000000E+00  0.609504E+00  0.000000E+00
  0.100000E-01  0.785864E+00  0.000000E+00  0.785864E+00  0.000000E+00  0.609507E+00  0.000000E+00
  0.200000E-01  0.785887E+00  0.000000E+00  0.785887E+00  0.000000E+00  0.609518E+00  0.000000E+00
  0.300000E-01  0.785928E+00  0.000000E+00  0.785928E+00  0.000000E+00  0.609542E+00  0.000000E+00
  0.400000E-01  0.785983E+00  0.000000E+00  0.785983E+00  0.000000E+00  0.609568E+00  0.000000E+00
  0.500000E-01  0.786053E+00  0.000000E+00  0.786053E+00  0.000000E+00  0.609606E+00  0.000000E+00
  0.600000E-01  0.786141E+00  0.000000E+00  0.786141E+00  0.000000E+00  0.609652E+00  0.000000E+00
  0.700000E-01  0.786246E+00  0.000000E+00  0.786246E+00  0.000000E+00  0.609705E+00  0.000000E+00
  0.800000E-01  0.786365E+00  0.000000E+00  0.786365E+00  0.000000E+00  0.609769E+00  0.000000E+00
  0.900000E-01  0.786503E+00  0.000000E+00  0.786503E+00  0.000000E+00  0.609839E+00  0.000000E+00
  0.100000E+00  0.786654E+00  0.000000E+00  0.786654E+00  0.000000E+00  0.609918E+00  0.000000E+00
  0.110000E+00  0.786821E+00  0.000000E+00  0.786821E+00  0.000000E+00  0.610005E+00  0.000000E+00
  0.120000E+00  0.787004E+00  0.000000E+00  0.787004E+00  0.000000E+00  0.610099E+00  0.000000E+00
  0.130000E+00  0.787206E+00  0.000000E+00  0.787206E+00  0.000000E+00  0.610204E+00  0.000000E+00
  0.140000E+00  0.787422E+00  0.000000E+00  0.787422E+00  0.000000E+00  0.610315E+00  0.000000E+00
  0.150000E+00  0.787655E+00  0.000000E+00  0.787655E+00  0.000000E+00  0.610437E+00  0.000000E+00
  0.160000E+00  0.787903E+00  0.000000E+00  0.787903E+00  0.000000E+00  0.610566E+00  0.000000E+00
  0.170000E+00  0.788168E+00  0.000000E+00  0.788168E+00  0.000000E+00  0.610703E+00  0.000000E+00
  0.180000E+00  0.788449E+00  0.000000E+00  0.788449E+00  0.000000E+00  0.610849E+00  0.000000E+00
  0.190000E+00  0.788746E+00  0.000000E+00  0.788746E+00  0.000000E+00  0.611003E+00  0.000000E+00
  0.200000E+00  0.789061E+00  0.000000E+00  0.789061E+00  0.000000E+00  0.611164E+00  0.000000E+00
  0.210000E+00  0.789391E+00  0.000000E+00  0.789391E+00  0.000000E+00  0.611336E+00  0.000000E+00
  0.220000E+00  0.789738E+00  0.000000E+00  0.789738E+00  0.000000E+00  0.611514E+00  0.000000E+00
  0.230000E+00  0.790103E+00  0.000000E+00  0.790103E+00  0.000000E+00  0.611703E+00  0.000000E+00
  0.240000E+00  0.790485E+00  0.000000E+00  0.790485E+00  0.000000E+00  0.611899E+00  0.000000E+00
  0.250000E+00  0.790882E+00  0.000000E+00  0.790882E+00  0.000000E+00  0.612103E+00  0.000000E+00
  0.260000E+00  0.791296E+00  0.000000E+00  0.791296E+00  0.000000E+00  0.612316E+00  0.000000E+00
  0.270000E+00  0.791725E+00  0.000000E+00  0.791725E+00  0.000000E+00  0.612538E+00  0.000000E+00
  0.280000E+00  0.792174E+00  0.000000E+00  0.792174E+00  0.000000E+00  0.612771E+00  0.000000E+00
  0.290000E+00  0.792638E+00  0.000000E+00  0.792638E+00  0.000000E+00  0.613008E+00  0.000000E+00
  0.300000E+00  0.793119E+00  0.000000E+00  0.793119E+00  0.000000E+00  0.613256E+00  0.000000E+00
  0.310000E+00  0.793621E+00  0.000000E+00  0.793621E+00  0.000000E+00  0.613512E+00  0.000000E+00
  0.320000E+00  0.794138E+00  0.000000E+00  0.794138E+00  0.000000E+00  0.613778E+00  0.000000E+00
  0.330000E+00  0.794672E+00  0.000000E+00  0.794672E+00  0.000000E+00  0.614052E+00  0.000000E+00
