  0.000000E+00  0.781717E+00  0.000000E+00  0.781717E+00  0.000000E+00  0.604354E+00  0.000000E+00
  0.100000E-01  0.781726E+00  0.000000E+00  0.781726E+00  0.000000E+00  0.604358E+00  0.000000E+00
  0.200000E-01  0.781751E+00  0.000000E+00  0.781751E+00  0.000000E+00  0.604371E+00  0.000000E+00
  0.300000E-01  0.781789E+00  0.000000E+00  0.781789E+00  0.000000E+00  0.604392E+00  0.000000E+00
  0.400000E-01  0.781844E+00  0.000000E+00  0.781844E+00  0.000000E+00  0.604422E+00  0.000000E+00
  0.500000E-01  0.781915E+00  0.000000E+00  0.781915E+00  0.000000E+00  0.604460E+00  0.000000E+00
  0.600000E-01  0.782004E+00  0.000000E+00  0.782004E+00  0.000000E+00  0.604506E+00  0.000000E+00
  0.700000E-01  0.782109E+00  0.000000E+00  0.782109E+00  0.000000E+00  0.604556E+00  0.000000E+00
  0.800000E-01  0.782227E+00  0.000000E+00  0.782227E+00  0.000000E+00  0.604620E+00  0.000000E+00
  0.900000E-01  0.782362E+00  0.000000E+00  0.782362E+00  0.000000E+00  0.604691E+00  0.000000E+00
  0.100000E+00  0.782514E+00  0.000000E+00  0.782514E+00  0.000000E+00  0.604767E+00  0.000000E+00
  0.110000E+00  0.782682E+00  0.000000E+00  0.782682E+00  0.000000E+00  0.604856E+00  0.000000E+00
  0.120000E+00  0.782868E+00  0.000000E+00  0.782868E+00  0.000000E+00  0.604948E+00  0.000000E+00
  0.130000E+00  0.783066E+00  0.000000E+00  0.783066E+00  0.000000E+00  0.605054E+00  0.000000E+00
  0.140000E+00  0.783285E+00  0.000000E+00  0.783285E+00  0.000000E+00  0.605163E+00  0.000000E+00
  0.150000E+00  0.783517E+00  0.000000E+00  0.783517E+00  0.000000E+00  0.605286E+00  0.000000E+00
  0.160000E+00  0.783765E+00  0.000000E+00  0.783765E+00  0.000000E+00  0.605412E+00  0.000000E+00
  0.170000E+00  0.784031E+00  0.000000E+00  0.784031E+00  0.000000E+00  0.605551E+00  0.000000E+00
  0.180000E+00  0.784313E+00  0.000000E+00  0.784313E+00  0.000000E+00  0.605694E+00  0.000000E+00
  0.190000E+00  0.784608E+00  0.000000E+00  0.784608E+00  0.000000E+00  0.605846E+00  0.000000E+00
