   0.00000    0.538713E+00    0.000000E+00    0.538713E+00    0.000000E+00    0.417828E+00    0.000000E+00
   0.01000    0.538719E+00    0.000000E+00    0.538719E+00    0.000000E+00    0.417831E+00    0.000000E+00
   0.02000    0.538735E+00    0.000000E+00    0.538735E+00    0.000000E+00    0.417840E+00    0.000000E+00
   0.03000    0.538763E+00    0.000000E+00    0.538763E+00    0.000000E+00    0.417854E+00    0.000000E+00
   0.04000    0.538801E+00    0.000000E+00    0.538801E+00    0.000000E+00    0.417874E+00    0.000000E+00
   0.05000    0.538850E+00    0.000000E+00    0.538850E+00    0.000000E+00    0.417899E+00    0.000000E+00
   0.06000    0.538910E+00    0.000000E+00    0.538910E+00    0.000000E+00    0.417930E+00    0.000000E+00
   0.07000    0.538981E+00    0.000000E+00    0.538981E+00    0.000000E+00    0.417967E+00    0.000000E+00
   0.08000    0.539063E+00    0.000000E+00    0.539063E+00    0.000000E+00    0.418010E+00    0.000000E+00
   0.09000    0.539156E+00    0.000000E+00    0.539156E+00    0.000000E+00    0.418058E+00    0.000000E+00
   0.10000    0.539260E+00    0.000000E+00    0.539260E+00    0.000000E+00    0.418112E+00    0.000000E+00
   0.11000    0.539376E+00    0.000000E+00    0.539376E+00    0.000000E+00    0.418172E+00    0.000000E+00
   0.12000    0.539502E+00    0.000000E+00    0.539502E+00    0.000000E+00    0.418237E+00    0.000000E+00
   0.13000    0.539639E+00    0.000000E+00    0.539639E+00    0.000000E+00    0.418309E+00    0.000000E+00
   0.14000    0.539787E+00    0.000000E+00    0.539787E+00    0.000000E+00    0.418385E+00    0.000000E+00
   0.15000    0.539947E+00    0.000000E+00    0.539947E+00    0.000000E+00    0.418468E+00    0.000000E+00
   0.16000    0.540117E+00    0.000000E+00    0.540117E+00    0.000000E+00    0.418556E+00    0.000000E+00
   0.17000    0.540299E+00    0.000000E+00    0.540299E+00    0.000000E+00    0.418650E+00    0.000000E+00
   0.18000    0.540492E+00    0.000000E+00    0.540492E+00    0.000000E+00    0.418750E+00    0.000000E+00
   0.19000    0.540696E+00    0.000000E+00    0.540696E+00    0.000000E+00    0.418856E+00    0.000000E+00
   0.20000    0.540911E+00    0.000000E+00    0.540911E+00    0.000000E+00    0.418967E+00    0.000000E+00
   0.21000    0.541138E+00    0.000000E+00    0.541138E+00    0.000000E+00    0.419084E+00    0.000000E+00
   0.22000    0.541376E+00    0.000000E+00    0.541376E+00    0.000000E+00    0.419207E+00    0.000000E+00
   0.23000    0.541625E+00    0.000000E+00    0.541625E+00    0.000000E+00    0.419336E+00    0.000000E+00
   0.24000    0.541886E+00    0.000000E+00    0.541886E+00    0.000000E+00    0.419471E+00    0.000000E+00
   0.25000    0.542159E+00    0.000000E+00    0.542159E+00    0.000000E+00    0.419611E+00    0.000000E+00
   0.26000    0.542442E+00    0.000000E+00    0.542442E+00    0.000000E+00    0.419758E+00    0.000000E+00
   0.27000    0.542738E+00    0.000000E+00    0.542738E+00    0.000000E+00    0.419910E+00    0.000000E+00
   0.28000    0.543045E+00    0.000000E+00    0.543045E+00    0.000000E+00    0.420068E+00    0.000000E+00
   0.29000    0.543364E+00    0.000000E+00    0.543364E+00    0.000000E+00    0.420232E+00    0.000000E+00
   0.30000    0.543694E+00    0.000000E+00    0.543694E+00    0.000000E+00    0.420402E+00    0.000000E+00
   0.31000    0.544036E+00    0.000000E+00    0.544036E+00    0.000000E+00    0.420578E+00    0.000000E+00
   0.32000    0.544390E+00    0.000000E+00    0.544390E+00    0.000000E+00    0.420759E+00    0.000000E+00
   0.33000    0.544756E+00    0.000000E+00    0.544756E+00    0.000000E+00    0.420947E+00    0.000000E+00
   0.34000    0.545134E+00    0.000000E+00    0.545134E+00    0.000000E+00    0.421141E+00    0.000000E+00
   0.35000    0.545525E+00    0.000000E+00    0.545525E+00    0.000000E+00    0.421341E+00    0.000000E+00
   0.36000    0.545927E+00    0.000000E+00    0.545927E+00    0.000000E+00    0.421546E+00    0.000000E+00
   0.37000    0.546341E+00    0.000000E+00    0.546341E+00    0.000000E+00    0.421758E+00    0.000000E+00
   0.38000    0.546768E+00    0.000000E+00    0.546768E+00    0.000000E+00    0.421976E+00    0.000000E+00
   0.39000    0.547207E+00    0.000000E+00    0.547207E+00    0.000000E+00    0.422200E+00    0.000000E+00
   0.40000    0.547658E+00    0.000000E+00    0.547658E+00    0.000000E+00    0.422430E+00    0.000000E+00
   0.41000    0.548122E+00    0.000000E+00    0.548122E+00    0.000000E+00    0.422667E+00    0.000000E+00
   0.42000    0.548599E+00    0.000000E+00    0.548599E+00    0.000000E+00    0.422909E+00    0.000000E+00
   0.43000    0.549088E+00    0.000000E+00    0.549088E+00    0.000000E+00    0.423158E+00    0.000000E+00
   0.44000    0.549590E+00    0.000000E+00    0.549590E+00    0.000000E+00    0.423413E+00    0.000000E+00
   0.45000    0.550105E+00    0.000000E+00    0.550105E+00    0.000000E+00    0.423674E+00    0.000000E+00
   0.46000    0.550633E+00    0.000000E+00    0.550633E+00    0.000000E+00    0.423941E+00    0.000000E+00
   0.47000    0.551174E+00    0.000000E+00    0.551174E+00    0.000000E+00    0.424215E+00    0.000000E+00
   0.48000    0.551728E+00    0.000000E+00    0.551728E+00    0.000000E+00    0.424495E+00    0.000000E+00
   0.49000    0.552295E+00    0.000000E+00    0.552295E+00    0.000000E+00    0.424782E+00    0.000000E+00
   0.50000    0.552876E+00    0.000000E+00    0.552876E+00    0.000000E+00    0.425075E+00    0.000000E+00
   0.51000    0.553471E+00    0.000000E+00    0.553471E+00    0.000000E+00    0.425374E+00    0.000000E+00
   0.52000    0.554079E+00    0.000000E+00    0.554079E+00    0.000000E+00    0.425680E+00    0.000000E+00
   0.53000    0.554701E+00    0.000000E+00    0.554701E+00    0.000000E+00    0.425992E+00    0.000000E+00
   0.54000    0.555336E+00    0.000000E+00    0.555336E+00    0.000000E+00    0.426311E+00    0.000000E+00
   0.55000    0.555986E+00    0.000000E+00    0.555986E+00    0.000000E+00    0.426636E+00    0.000000E+00
   0.56000    0.556650E+00    0.000000E+00    0.556650E+00    0.000000E+00    0.426968E+00    0.000000E+00
   0.57000    0.557328E+00    0.000000E+00    0.557328E+00    0.000000E+00    0.427307E+00    0.000000E+00
   0.58000    0.558021E+00    0.000000E+00    0.558021E+00    0.000000E+00    0.427652E+00    0.000000E+00
   0.59000    0.558728E+00    0.000000E+00    0.558728E+00    0.000000E+00    0.428004E+00    0.000000E+00
   0.60000    0.559450E+00    0.000000E+00    0.559450E+00    0.000000E+00    0.428363E+00    0.000000E+00
   0.61000    0.560187E+00    0.000000E+00    0.560187E+00    0.000000E+00    0.428729E+00    0.000000E+00
   0.62000    0.560939E+00    0.000000E+00    0.560939E+00    0.000000E+00    0.429101E+00    0.000000E+00
   0.63000    0.561706E+00    0.000000E+00    0.561706E+00    0.000000E+00    0.429480E+00    0.000000E+00
   0.64000    0.562488E+00    0.000000E+00    0.562488E+00    0.000000E+00    0.429867E+00    0.000000E+00
   0.65000    0.563286E+00    0.000000E+00    0.563286E+00    0.000000E+00    0.430260E+00    0.000000E+00
   0.66000    0.564100E+00    0.000000E+00    0.564100E+00    0.000000E+00    0.430660E+00    0.000000E+00
   0.67000    0.564930E+00    0.000000E+00    0.564930E+00    0.000000E+00    0.431067E+00    0.000000E+00
   0.68000    0.565776E+00    0.000000E+00    0.565776E+00    0.000000E+00    0.431482E+00    0.000000E+00
   0.69000    0.566638E+00    0.000000E+00    0.566638E+00    0.000000E+00    0.431903E+00    0.000000E+00
   0.70000    0.567516E+00    0.000000E+00    0.567516E+00    0.000000E+00    0.432332E+00    0.000000E+00
   0.71000    0.568412E+00    0.000000E+00    0.568412E+00    0.000000E+00    0.432768E+00    0.000000E+00
